"id","alumno_id","curso_id","periodo","vez_cursado","nota_pc1","nota_parcial","nota_pc2","promedio_proyectado","asistencia_porcentaje","estado"
"734","160","26","2025-II","2","5.92","5.83",,"5.88","55","MATRICULADO"
"735","160","5","2025-II","1","7.5","5.58",,"6.54","63","MATRICULADO"
"736","160","10","2025-II","2","6.25","6.83",,"6.54","63","MATRICULADO"
"737","161","8","2025-II","1","14.05","14.22",,"14.14","89","MATRICULADO"
"738","161","4","2025-II","1","14.16","12.87",,"13.52","85","MATRICULADO"
"739","161","24","2025-II","1","13.17","11.18",,"12.18","84","MATRICULADO"
"740","161","11","2025-II","1","10.48","12.39",,"11.44","83","MATRICULADO"
"741","161","22","2025-II","1","12.37","14.13",,"13.25","89","MATRICULADO"
"742","162","10","2025-II","1","13.62","13.83",,"13.73","92","MATRICULADO"
"743","162","2","2025-II","1","16.24","16.31",,"16.28","91","MATRICULADO"
"744","162","5","2025-II","1","14.65","17.06",,"15.86","98","MATRICULADO"
"745","162","7","2025-II","1","15.88","17.13",,"16.51","92","MATRICULADO"
"746","162","24","2025-II","1","16.25","14.81",,"15.53","96","MATRICULADO"
"747","162","14","2025-II","1","15.7","17.32",,"16.51","94","MATRICULADO"
"748","163","28","2025-II","1","5.8","9.08",,"7.44","59","MATRICULADO"
"749","163","25","2025-II","2","7.34","5.67",,"6.51","55","MATRICULADO"
"750","163","6","2025-II","1","9.77","6.52",,"8.15","59","MATRICULADO"
"751","163","20","2025-II","2","9.93","9.49",,"9.71","58","MATRICULADO"
"752","163","9","2025-II","1","10.45","6.5",,"8.48","55","MATRICULADO"
"753","163","15","2025-II","1","6.13","6.36",,"6.25","59","MATRICULADO"
"754","164","19","2025-II","1","15.99","15.88",,"15.94","98","MATRICULADO"
"755","164","28","2025-II","1","15.08","16.48",,"15.78","90","MATRICULADO"
"756","164","11","2025-II","1","17.12","16.16",,"16.64","94","MATRICULADO"
"757","164","25","2025-II","1","17.57","15.98",,"16.78","90","MATRICULADO"
"758","165","7","2025-II","2","12.49","11.8",,"12.15","79","MATRICULADO"
"759","165","16","2025-II","2","12.61","12.47",,"12.54","75","MATRICULADO"
"760","165","5","2025-II","1","13.44","8.76",,"11.1","72","MATRICULADO"
"761","165","9","2025-II","1","10.2","12.24",,"11.22","77","MATRICULADO"
"762","165","10","2025-II","1","12.34","9.3",,"10.82","75","MATRICULADO"
"763","166","22","2025-II","1","16.41","16.74",,"16.58","94","MATRICULADO"
"764","166","15","2025-II","1","14.02","18.37",,"16.2","95","MATRICULADO"
"765","166","25","2025-II","1","17","17.84",,"17.42","92","MATRICULADO"
"766","166","18","2025-II","1","15.16","17.64",,"16.4","91","MATRICULADO"
"767","167","1","2025-II","1","13.38","10.52",,"11.95","86","MATRICULADO"
"768","167","25","2025-II","1","12.41","10.53",,"11.47","82","MATRICULADO"
"769","167","22","2025-II","2","14.4","13.05",,"13.73","86","MATRICULADO"
"770","167","26","2025-II","1","13.55","14.18",,"13.87","82","MATRICULADO"
"771","168","27","2025-II","1","18.47","14.01",,"16.24","95","MATRICULADO"
"772","168","9","2025-II","1","18.24","17.67",,"17.96","93","MATRICULADO"
"773","168","4","2025-II","1","16.68","17.55",,"17.12","91","MATRICULADO"
"774","169","27","2025-II","1","9.32","8.44",,"8.88","61","MATRICULADO"
"775","169","13","2025-II","1","7.56","6.64",,"7.1","64","MATRICULADO"
"776","169","24","2025-II","1","8.89","8.74",,"8.82","57","MATRICULADO"
"777","169","2","2025-II","1","9.62","10.16",,"9.89","56","MATRICULADO"
"778","170","9","2025-II","1","11.72","12.52",,"12.12","86","MATRICULADO"
"779","170","18","2025-II","1","13.04","10.31",,"11.68","86","MATRICULADO"
"780","170","27","2025-II","1","11.42","9.52",,"10.47","88","MATRICULADO"
"781","171","11","2025-II","1","7.53","6.47",,"7","62","MATRICULADO"
"782","171","5","2025-II","1","9.99","9.73",,"9.86","60","MATRICULADO"
"783","171","4","2025-II","2","7.51","10.06",,"8.79","58","MATRICULADO"
"784","171","1","2025-II","2","7.25","9.48",,"8.37","64","MATRICULADO"
"785","171","8","2025-II","3","7.21","8.95",,"8.08","59","MATRICULADO"
"786","172","1","2025-II","1","12.08","10.8",,"11.44","87","MATRICULADO"
"787","172","28","2025-II","1","11.72","10.38",,"11.05","85","MATRICULADO"
"788","172","6","2025-II","1","11.19","12.1",,"11.65","85","MATRICULADO"
"789","172","10","2025-II","1","13.53","10.17",,"11.85","82","MATRICULADO"
"790","172","24","2025-II","1","13.66","13.2",,"13.43","82","MATRICULADO"
"791","173","2","2025-II","2","14.38","13.37",,"13.88","89","MATRICULADO"
"792","173","12","2025-II","1","12.32","11.33",,"11.83","81","MATRICULADO"
"793","173","18","2025-II","1","10.96","12.43",,"11.7","80","MATRICULADO"
"794","173","15","2025-II","1","12.25","11.94",,"12.1","87","MATRICULADO"
"795","174","2","2025-II","1","14.4","17.38",,"15.89","93","MATRICULADO"
"796","174","11","2025-II","1","18.05","15.44",,"16.75","92","MATRICULADO"
"797","174","26","2025-II","1","17.7","16.08",,"16.89","90","MATRICULADO"
"798","174","22","2025-II","1","16.61","17.62",,"17.12","92","MATRICULADO"
"799","175","12","2025-II","3","8.27","9.12",,"8.7","64","MATRICULADO"
"800","175","17","2025-II","2","7.43","5.57",,"6.5","64","MATRICULADO"
"801","175","15","2025-II","1","9.52","5.61",,"7.57","62","MATRICULADO"
"802","175","13","2025-II","3","6.29","8.28",,"7.29","58","MATRICULADO"
"803","175","25","2025-II","1","6.13","8.06",,"7.1","56","MATRICULADO"
"804","175","11","2025-II","2","9.73","6.54",,"8.14","59","MATRICULADO"
"805","176","9","2025-II","1","12.69","10.9",,"11.8","84","MATRICULADO"
"806","176","16","2025-II","1","10.72","9.77",,"10.25","85","MATRICULADO"
"807","176","15","2025-II","2","12.04","11.93",,"11.99","89","MATRICULADO"
"808","176","3","2025-II","1","11.36","12.85",,"12.11","82","MATRICULADO"
"809","176","5","2025-II","1","9.65","13.72",,"11.69","81","MATRICULADO"
"810","177","27","2025-II","1","13.39","11.23",,"12.31","83","MATRICULADO"
"811","177","15","2025-II","1","12.04","9.92",,"10.98","88","MATRICULADO"
"812","177","7","2025-II","1","12.76","13.76",,"13.26","83","MATRICULADO"
"813","177","28","2025-II","1","13.08","13.54",,"13.31","88","MATRICULADO"
"814","177","1","2025-II","1","10.49","12.62",,"11.56","85","MATRICULADO"
"815","178","1","2025-II","1","14.44","12.96",,"13.7","84","MATRICULADO"
"816","178","12","2025-II","1","11.84","13.14",,"12.49","82","MATRICULADO"
"817","178","11","2025-II","1","14.28","11.17",,"12.73","87","MATRICULADO"
"818","178","28","2025-II","1","12.59","12.3",,"12.45","89","MATRICULADO"
"819","179","5","2025-II","1","16.27","14.76",,"15.52","96","MATRICULADO"
"820","179","8","2025-II","1","15.92","16.72",,"16.32","97","MATRICULADO"
"821","179","26","2025-II","1","14.96","16.99",,"15.98","96","MATRICULADO"
"822","179","28","2025-II","1","13.62","14.51",,"14.07","99","MATRICULADO"
"823","179","3","2025-II","1","16.75","18.33",,"17.54","98","MATRICULADO"
"824","179","15","2025-II","1","18.34","14.81",,"16.58","94","MATRICULADO"
"825","180","19","2025-II","1","12.41","8.74",,"10.58","78","MATRICULADO"
"826","180","10","2025-II","1","12.43","8.83",,"10.63","79","MATRICULADO"
"827","180","13","2025-II","1","12.52","10.14",,"11.33","72","MATRICULADO"
"828","180","5","2025-II","2","13.4","11.65",,"12.53","72","MATRICULADO"
"829","181","9","2025-II","1","9.28","7.48",,"8.38","62","MATRICULADO"
"830","181","11","2025-II","1","9.85","6.35",,"8.1","57","MATRICULADO"
"831","181","20","2025-II","1","5.62","6.32",,"5.97","62","MATRICULADO"
"832","181","7","2025-II","2","7.03","9.19",,"8.11","62","MATRICULADO"
"833","182","11","2025-II","2","10.57","13.86",,"12.22","87","MATRICULADO"
"834","182","28","2025-II","1","12.95","10.88",,"11.92","83","MATRICULADO"
"835","182","22","2025-II","1","13.52","12.4",,"12.96","84","MATRICULADO"
"836","182","20","2025-II","2","10.09","11.76",,"10.93","89","MATRICULADO"
"837","182","6","2025-II","1","12.18","9.57",,"10.88","84","MATRICULADO"
"838","183","21","2025-II","1","7.24","7.06",,"7.15","60","MATRICULADO"
"839","183","18","2025-II","1","9.75","9.78",,"9.77","62","MATRICULADO"
"840","183","2","2025-II","2","9.32","8.22",,"8.77","59","MATRICULADO"
"841","183","15","2025-II","1","8.23","7.45",,"7.84","58","MATRICULADO"
"842","183","11","2025-II","1","5.8","9.88",,"7.84","56","MATRICULADO"
"843","184","3","2025-II","1","17.93","14.22",,"16.08","90","MATRICULADO"
"844","184","26","2025-II","1","15.04","17.66",,"16.35","92","MATRICULADO"
"845","184","19","2025-II","1","16.91","15.42",,"16.17","98","MATRICULADO"
"846","184","6","2025-II","1","15.2","14.18",,"14.69","96","MATRICULADO"
"847","184","25","2025-II","1","15.64","16",,"15.82","92","MATRICULADO"
"848","184","17","2025-II","1","15.14","17.75",,"16.45","92","MATRICULADO"
"849","185","12","2025-II","1","14.29","16.34",,"15.32","93","MATRICULADO"
"850","185","3","2025-II","1","15.43","16.76",,"16.1","90","MATRICULADO"
"851","185","16","2025-II","1","15.52","15.5",,"15.51","97","MATRICULADO"
"852","185","21","2025-II","1","14.9","14.57",,"14.74","92","MATRICULADO"
"853","186","10","2025-II","3","8.78","5.95",,"7.37","59","MATRICULADO"
"854","186","4","2025-II","2","9.46","9.99",,"9.73","56","MATRICULADO"
"855","186","25","2025-II","2","9.56","6.95",,"8.26","55","MATRICULADO"
"856","186","6","2025-II","1","7.28","5.57",,"6.43","55","MATRICULADO"
"857","186","28","2025-II","1","8.37","6.76",,"7.57","60","MATRICULADO"
"858","186","26","2025-II","2","6.83","8.31",,"7.57","55","MATRICULADO"
"859","187","26","2025-II","1","16.4","14.24",,"15.32","90","MATRICULADO"
"860","187","16","2025-II","1","17.61","15.57",,"16.59","96","MATRICULADO"
"861","187","22","2025-II","1","13.57","17.41",,"15.49","98","MATRICULADO"
"862","187","28","2025-II","1","14.85","15.69",,"15.27","93","MATRICULADO"
"863","187","17","2025-II","1","17.45","14.47",,"15.96","95","MATRICULADO"
"864","188","6","2025-II","1","9.95","9.18",,"9.57","78","MATRICULADO"
"865","188","18","2025-II","1","10.27","12.81",,"11.54","72","MATRICULADO"
"866","188","19","2025-II","1","11.05","8.91",,"9.98","78","MATRICULADO"
"867","188","5","2025-II","2","9.63","12.05",,"10.84","78","MATRICULADO"
"868","188","7","2025-II","1","9.8","11.02",,"10.41","77","MATRICULADO"
"869","189","25","2025-II","1","13.45","9.45",,"11.45","79","MATRICULADO"
"870","189","10","2025-II","1","11.44","12.44",,"11.94","71","MATRICULADO"
"871","189","15","2025-II","2","11.33","12.36",,"11.85","71","MATRICULADO"
"872","189","4","2025-II","2","12.18","11.62",,"11.9","79","MATRICULADO"
"873","189","19","2025-II","1","9.75","9.92",,"9.84","76","MATRICULADO"
"874","190","5","2025-II","1","16.16","14.22",,"15.19","91","MATRICULADO"
"875","190","6","2025-II","1","16.5","15.56",,"16.03","92","MATRICULADO"
"876","190","2","2025-II","1","16.23","16.16",,"16.2","90","MATRICULADO"
"877","190","15","2025-II","1","16.37","14.88",,"15.63","96","MATRICULADO"
"878","191","22","2025-II","2","9.04","9.82",,"9.43","79","MATRICULADO"
"879","191","6","2025-II","1","10.01","11.41",,"10.71","70","MATRICULADO"
"880","191","8","2025-II","1","12.71","9.63",,"11.17","75","MATRICULADO"
"881","191","9","2025-II","1","8.79","12.91",,"10.85","72","MATRICULADO"
"882","191","15","2025-II","1","12.61","10.97",,"11.79","70","MATRICULADO"
"883","192","17","2025-II","1","17.55","14.99",,"16.27","90","MATRICULADO"
"884","192","12","2025-II","1","18.08","15.08",,"16.58","98","MATRICULADO"
"885","192","7","2025-II","1","16.64","15.79",,"16.22","94","MATRICULADO"
"886","192","19","2025-II","1","14.14","16.64",,"15.39","97","MATRICULADO"
"887","192","25","2025-II","1","14.18","13.7",,"13.94","97","MATRICULADO"
"888","193","9","2025-II","1","14.68","14.79",,"14.74","95","MATRICULADO"
"889","193","4","2025-II","1","17.69","17.75",,"17.72","97","MATRICULADO"
"890","193","11","2025-II","1","15.93","15.17",,"15.55","92","MATRICULADO"
"891","194","1","2025-II","1","8.67","8.34",,"8.51","64","MATRICULADO"
"892","194","28","2025-II","2","9.06","9.13",,"9.1","59","MATRICULADO"
"893","194","9","2025-II","2","8.69","6",,"7.35","60","MATRICULADO"
"894","194","18","2025-II","1","5.57","8.84",,"7.21","58","MATRICULADO"
"895","194","15","2025-II","1","10.24","5.82",,"8.03","59","MATRICULADO"
"896","195","26","2025-II","1","13.92","17.12",,"15.52","93","MATRICULADO"
"897","195","19","2025-II","1","14.18","17.24",,"15.71","93","MATRICULADO"
"898","195","12","2025-II","1","13.67","18.26",,"15.97","96","MATRICULADO"
"899","195","13","2025-II","1","14.82","18.38",,"16.6","90","MATRICULADO"
"900","196","4","2025-II","1","12.87","13.31",,"13.09","87","MATRICULADO"
"901","196","19","2025-II","1","13.55","10.31",,"11.93","83","MATRICULADO"
"902","196","12","2025-II","1","12.58","10.21",,"11.4","88","MATRICULADO"
"903","196","25","2025-II","1","12.79","12.94",,"12.87","84","MATRICULADO"
"904","196","8","2025-II","1","13.38","10.22",,"11.8","83","MATRICULADO"
"905","196","15","2025-II","1","13.52","12.4",,"12.96","84","MATRICULADO"
"906","197","25","2025-II","1","12.93","11.11",,"12.02","79","MATRICULADO"
"907","197","6","2025-II","2","9.08","9.24",,"9.16","73","MATRICULADO"
"908","197","15","2025-II","1","10.9","9.41",,"10.16","74","MATRICULADO"
"909","197","23","2025-II","1","13.25","12.01",,"12.63","76","MATRICULADO"
"910","198","21","2025-II","1","13.31","9.97",,"11.64","75","MATRICULADO"
"911","198","1","2025-II","1","13.19","10.88",,"12.04","75","MATRICULADO"
"912","198","11","2025-II","1","9.29","13.44",,"11.37","74","MATRICULADO"
"913","198","13","2025-II","2","10.63","11.79",,"11.21","70","MATRICULADO"
"914","199","1","2025-II","1","17.48","18.11",,"17.8","92","MATRICULADO"
"915","199","10","2025-II","1","14.04","15.86",,"14.95","90","MATRICULADO"
"916","199","22","2025-II","1","16.95","14.38",,"15.67","98","MATRICULADO"
"917","199","15","2025-II","1","14.5","15.58",,"15.04","94","MATRICULADO"
"918","200","18","2025-II","1","6.71","6.45",,"6.58","57","MATRICULADO"
"919","200","16","2025-II","3","9.32","8.98",,"9.15","56","MATRICULADO"
"920","200","24","2025-II","1","10.39","8.04",,"9.22","61","MATRICULADO"
"921","200","14","2025-II","1","5.63","9.18",,"7.41","61","MATRICULADO"
"922","200","23","2025-II","2","6.62","7.7",,"7.16","60","MATRICULADO"
"923","200","10","2025-II","2","6.88","8.09",,"7.49","62","MATRICULADO"
"924","201","9","2025-II","1","12.05","13.4",,"12.73","77","MATRICULADO"
"925","201","27","2025-II","1","13.13","11.47",,"12.3","71","MATRICULADO"
"926","201","6","2025-II","1","9.02","11.15",,"10.09","73","MATRICULADO"
"927","201","3","2025-II","1","9.24","9.85",,"9.55","79","MATRICULADO"
"928","201","21","2025-II","1","9.41","10.07",,"9.74","70","MATRICULADO"
"929","202","5","2025-II","1","11.73","10.92",,"11.33","80","MATRICULADO"
"930","202","16","2025-II","1","14.16","10.02",,"12.09","87","MATRICULADO"
"931","202","10","2025-II","1","10.79","14.23",,"12.51","89","MATRICULADO"
"932","202","27","2025-II","1","10.69","13.33",,"12.01","81","MATRICULADO"
"933","202","9","2025-II","1","12.74","14.15",,"13.45","87","MATRICULADO"
"934","203","24","2025-II","1","16.88","17.92",,"17.4","93","MATRICULADO"
"935","203","9","2025-II","1","15.12","17.11",,"16.12","96","MATRICULADO"
"936","203","1","2025-II","1","14.64","13.79",,"14.22","95","MATRICULADO"
"937","204","9","2025-II","1","12.76","13.2",,"12.98","87","MATRICULADO"
"938","204","15","2025-II","1","14.17","13.5",,"13.84","82","MATRICULADO"
"939","204","17","2025-II","1","11.14","11.26",,"11.2","87","MATRICULADO"
"940","204","23","2025-II","1","10.16","12.18",,"11.17","82","MATRICULADO"
"941","204","4","2025-II","1","10.39","14.14",,"12.27","81","MATRICULADO"
"942","205","2","2025-II","2","6.12","6.05",,"6.09","56","MATRICULADO"
"943","205","16","2025-II","2","9.23","8.38",,"8.81","61","MATRICULADO"
"944","205","14","2025-II","3","9.92","6.39",,"8.16","57","MATRICULADO"
"945","205","18","2025-II","1","6.38","10.45",,"8.42","59","MATRICULADO"
"946","205","4","2025-II","1","8.91","10.47",,"9.69","64","MATRICULADO"
"947","205","19","2025-II","1","6.77","8.55",,"7.66","57","MATRICULADO"
"948","206","26","2025-II","1","16.43","14.33",,"15.38","90","MATRICULADO"
"949","206","25","2025-II","1","14.5","15.22",,"14.86","91","MATRICULADO"
"950","206","16","2025-II","1","15.96","17.22",,"16.59","92","MATRICULADO"
"951","206","28","2025-II","1","14.72","14.67",,"14.7","94","MATRICULADO"
"952","206","14","2025-II","1","13.75","17.71",,"15.73","90","MATRICULADO"
"953","206","21","2025-II","1","16.35","16.55",,"16.45","93","MATRICULADO"
"954","207","22","2025-II","2","10.44","9.46",,"9.95","64","MATRICULADO"
"955","207","17","2025-II","1","9.91","9.97",,"9.94","63","MATRICULADO"
"956","207","13","2025-II","1","6.95","6.41",,"6.68","55","MATRICULADO"
"957","207","19","2025-II","2","6.34","7.02",,"6.68","55","MATRICULADO"
"958","208","10","2025-II","1","15.82","15.24",,"15.53","93","MATRICULADO"
"959","208","20","2025-II","1","15.67","13.9",,"14.79","91","MATRICULADO"
"960","208","8","2025-II","1","13.57","14.88",,"14.23","93","MATRICULADO"
"961","208","25","2025-II","1","15.62","15.73",,"15.68","99","MATRICULADO"
"962","208","13","2025-II","1","15.24","15.56",,"15.4","90","MATRICULADO"
"963","208","23","2025-II","1","13.86","17.97",,"15.92","92","MATRICULADO"
"964","209","8","2025-II","1","9.08","8.63",,"8.86","64","MATRICULADO"
"965","209","1","2025-II","3","7.56","5.55",,"6.56","63","MATRICULADO"
"966","209","2","2025-II","1","6.11","9.85",,"7.98","64","MATRICULADO"
"967","209","9","2025-II","1","7.87","10.04",,"8.96","56","MATRICULADO"
"968","209","25","2025-II","2","8.29","6.47",,"7.38","57","MATRICULADO"
"969","210","28","2025-II","1","9.37","7.65",,"8.51","63","MATRICULADO"
"970","210","25","2025-II","1","6.1","5.76",,"5.93","64","MATRICULADO"
"971","210","10","2025-II","3","7.09","7.28",,"7.19","63","MATRICULADO"
"972","210","2","2025-II","1","6.41","6.11",,"6.26","55","MATRICULADO"
"973","210","27","2025-II","1","10.18","6.65",,"8.42","58","MATRICULADO"
"974","210","1","2025-II","2","10.05","10.07",,"10.06","63","MATRICULADO"
"975","211","16","2025-II","1","13.33","10.36",,"11.85","85","MATRICULADO"
"976","211","9","2025-II","1","10.26","11.13",,"10.7","81","MATRICULADO"
"977","211","26","2025-II","1","10.36","14.18",,"12.27","81","MATRICULADO"
"978","211","1","2025-II","1","14.21","14.07",,"14.14","87","MATRICULADO"
"979","211","27","2025-II","1","9.8","12.17",,"10.99","84","MATRICULADO"
"980","212","23","2025-II","1","16.33","15.55",,"15.94","93","MATRICULADO"
"981","212","16","2025-II","1","17.2","13.56",,"15.38","98","MATRICULADO"
"982","212","5","2025-II","1","15.19","14.35",,"14.77","98","MATRICULADO"
"983","212","19","2025-II","1","17.49","13.54",,"15.52","96","MATRICULADO"
"984","212","6","2025-II","1","14.03","18.03",,"16.03","92","MATRICULADO"
"985","213","14","2025-II","1","18.3","15.22",,"16.76","98","MATRICULADO"
"986","213","5","2025-II","1","15.17","14.29",,"14.73","97","MATRICULADO"
"987","213","13","2025-II","1","18.17","14.97",,"16.57","96","MATRICULADO"
"988","213","10","2025-II","1","14.88","15.33",,"15.11","90","MATRICULADO"
"989","214","4","2025-II","1","16.38","16.21",,"16.3","99","MATRICULADO"
"990","214","9","2025-II","1","16.6","14.22",,"15.41","98","MATRICULADO"
"991","214","25","2025-II","1","17.62","15.86",,"16.74","98","MATRICULADO"
"992","214","2","2025-II","1","16.12","16.02",,"16.07","99","MATRICULADO"
"993","214","6","2025-II","1","14.44","15.17",,"14.81","90","MATRICULADO"
"994","214","14","2025-II","1","14.46","15.82",,"15.14","97","MATRICULADO"
"995","215","14","2025-II","1","18.27","15.11",,"16.69","97","MATRICULADO"
"996","215","22","2025-II","1","16.54","17.14",,"16.84","98","MATRICULADO"
"997","215","26","2025-II","1","13.79","16.43",,"15.11","97","MATRICULADO"
"998","215","1","2025-II","1","17.68","14.1",,"15.89","90","MATRICULADO"
"999","216","14","2025-II","1","10.83","10.15",,"10.49","88","MATRICULADO"
"1000","216","25","2025-II","1","10.51","13.17",,"11.84","80","MATRICULADO"
"1001","216","4","2025-II","1","13.96","9.96",,"11.96","87","MATRICULADO"
"1002","216","18","2025-II","1","10.7","13.06",,"11.88","88","MATRICULADO"
"1003","216","2","2025-II","1","12.42","12.87",,"12.65","86","MATRICULADO"
"1004","217","9","2025-II","1","9.16","12.77",,"10.97","78","MATRICULADO"
"1005","217","23","2025-II","1","12.47","11.64",,"12.06","77","MATRICULADO"
"1006","217","25","2025-II","2","9.73","11.9",,"10.82","76","MATRICULADO"
"1007","217","8","2025-II","1","8.8","9.36",,"9.08","76","MATRICULADO"
"1008","218","12","2025-II","1","10.33","9.5",,"9.92","56","MATRICULADO"
"1009","218","4","2025-II","1","6.43","6.68",,"6.56","61","MATRICULADO"
"1010","218","5","2025-II","1","8.95","8.78",,"8.87","57","MATRICULADO"
"1011","218","3","2025-II","1","8.99","8.94",,"8.97","58","MATRICULADO"
"1012","219","19","2025-II","1","14.31","9.87",,"12.09","84","MATRICULADO"
"1013","219","6","2025-II","1","13.56","12.73",,"13.15","87","MATRICULADO"
"1014","219","1","2025-II","1","11.38","13.68",,"12.53","80","MATRICULADO"
"1015","219","21","2025-II","1","12.73","12",,"12.37","85","MATRICULADO"
"1016","219","10","2025-II","1","12.93","12.65",,"12.79","80","MATRICULADO"
"1017","220","18","2025-II","1","13.73","15.03",,"14.38","93","MATRICULADO"
"1018","220","2","2025-II","1","13.92","14.81",,"14.37","90","MATRICULADO"
"1019","220","15","2025-II","1","15.32","14.99",,"15.16","93","MATRICULADO"
"1020","220","5","2025-II","1","16.54","16.26",,"16.4","99","MATRICULADO"
"1021","221","6","2025-II","2","6.42","10.05",,"8.24","64","MATRICULADO"
"1022","221","8","2025-II","1","9.85","5.86",,"7.86","62","MATRICULADO"
"1023","221","15","2025-II","1","8.96","7.22",,"8.09","61","MATRICULADO"
"1024","221","1","2025-II","1","5.83","9.34",,"7.59","61","MATRICULADO"
"1025","222","4","2025-II","2","12.54","13.19",,"12.87","72","MATRICULADO"
"1026","222","15","2025-II","1","10.47","11.49",,"10.98","78","MATRICULADO"
"1027","222","7","2025-II","1","9.78","12.92",,"11.35","76","MATRICULADO"
"1028","222","18","2025-II","2","8.56","11.11",,"9.84","75","MATRICULADO"
"1029","222","9","2025-II","1","9.14","9.54",,"9.34","76","MATRICULADO"
"1030","222","20","2025-II","1","8.98","9.44",,"9.21","76","MATRICULADO"
"1031","223","25","2025-II","1","11.95","10.56",,"11.26","85","MATRICULADO"
"1032","223","9","2025-II","1","13.13","11.81",,"12.47","81","MATRICULADO"
"1033","223","8","2025-II","1","12.73","12.45",,"12.59","80","MATRICULADO"
"1034","224","19","2025-II","1","13.29","12.46",,"12.88","70","MATRICULADO"
"1035","224","2","2025-II","2","9.61","12.76",,"11.19","75","MATRICULADO"
"1036","224","12","2025-II","1","8.56","10.13",,"9.35","75","MATRICULADO"
"1037","224","28","2025-II","2","13.03","8.52",,"10.78","73","MATRICULADO"
"1038","225","23","2025-II","1","6.4","7.14",,"6.77","56","MATRICULADO"
"1039","225","16","2025-II","1","7.59","6.21",,"6.9","59","MATRICULADO"
"1040","225","24","2025-II","1","6.83","5.61",,"6.22","58","MATRICULADO"
"1041","225","14","2025-II","1","8.9","8.5",,"8.7","64","MATRICULADO"
"1042","226","11","2025-II","1","16.54","17.87",,"17.21","95","MATRICULADO"
"1043","226","4","2025-II","1","18.19","15.2",,"16.7","98","MATRICULADO"
"1044","226","12","2025-II","1","15.58","17.67",,"16.63","99","MATRICULADO"
"1045","226","23","2025-II","1","16.72","17.63",,"17.18","92","MATRICULADO"
"1046","226","16","2025-II","1","13.87","17.31",,"15.59","95","MATRICULADO"
"1047","227","27","2025-II","1","13.86","10.01",,"11.94","88","MATRICULADO"
"1048","227","6","2025-II","1","13.01","13.21",,"13.11","86","MATRICULADO"
"1049","227","23","2025-II","1","12.68","12.23",,"12.46","88","MATRICULADO"
"1050","227","14","2025-II","1","11.4","14.46",,"12.93","88","MATRICULADO"
"1051","227","4","2025-II","1","11.57","12.48",,"12.03","87","MATRICULADO"
"1052","228","13","2025-II","1","9.92","10.69",,"10.31","73","MATRICULADO"
"1053","228","11","2025-II","1","8.57","11.5",,"10.04","79","MATRICULADO"
"1054","228","1","2025-II","2","11.84","13.15",,"12.5","76","MATRICULADO"
"1055","228","10","2025-II","1","10.82","10.73",,"10.78","78","MATRICULADO"
"1056","228","24","2025-II","1","8.84","9.39",,"9.12","76","MATRICULADO"
"1057","229","28","2025-II","1","11.55","9.52",,"10.54","87","MATRICULADO"
"1058","229","27","2025-II","1","9.82","10.35",,"10.09","86","MATRICULADO"
"1059","229","22","2025-II","1","13.68","13.09",,"13.39","80","MATRICULADO"
"1060","229","7","2025-II","1","9.99","12.51",,"11.25","87","MATRICULADO"
"1061","230","11","2025-II","1","7.68","6.85",,"7.27","55","MATRICULADO"
"1062","230","12","2025-II","1","6.2","6.74",,"6.47","63","MATRICULADO"
"1063","230","10","2025-II","1","9.56","8.64",,"9.1","62","MATRICULADO"
"1064","230","18","2025-II","2","7.91","7.74",,"7.83","62","MATRICULADO"
"1065","231","10","2025-II","1","7.64","9.93",,"8.79","56","MATRICULADO"
"1066","231","2","2025-II","1","5.94","7.18",,"6.56","59","MATRICULADO"
"1067","231","3","2025-II","2","7.69","9.11",,"8.4","58","MATRICULADO"
"1068","231","22","2025-II","1","6.77","7.36",,"7.07","56","MATRICULADO"
"1069","232","27","2025-II","1","11.89","9.98",,"10.94","74","MATRICULADO"
"1070","232","11","2025-II","1","9.64","12.24",,"10.94","70","MATRICULADO"
"1071","232","2","2025-II","2","10.09","10.01",,"10.05","75","MATRICULADO"
"1072","232","25","2025-II","1","12.87","9.88",,"11.38","77","MATRICULADO"
"1073","232","15","2025-II","1","12.74","9.59",,"11.17","75","MATRICULADO"
"1074","233","6","2025-II","1","7.54","5.76",,"6.65","55","MATRICULADO"
"1075","233","1","2025-II","1","7.25","6.36",,"6.81","63","MATRICULADO"
"1076","233","15","2025-II","2","5.98","8.03",,"7.01","57","MATRICULADO"
"1077","233","20","2025-II","1","10.12","7.64",,"8.88","58","MATRICULADO"
"1078","234","28","2025-II","1","13.26","10.52",,"11.89","71","MATRICULADO"
"1079","234","18","2025-II","1","11.25","11.85",,"11.55","76","MATRICULADO"
"1080","234","13","2025-II","2","11.51","10.66",,"11.09","73","MATRICULADO"
"1081","234","8","2025-II","1","11.48","10.35",,"10.92","70","MATRICULADO"
"1082","235","27","2025-II","1","7.54","7.37",,"7.46","61","MATRICULADO"
"1083","235","4","2025-II","3","6.5","9.72",,"8.11","61","MATRICULADO"
"1084","235","17","2025-II","2","8.08","8.81",,"8.45","62","MATRICULADO"
"1085","235","24","2025-II","1","7.35","7.95",,"7.65","58","MATRICULADO"
"1086","235","7","2025-II","3","9.62","10.26",,"9.94","57","MATRICULADO"
"1087","236","6","2025-II","1","14.47","15.59",,"15.03","95","MATRICULADO"
"1088","236","8","2025-II","1","17.95","16.51",,"17.23","93","MATRICULADO"
